time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1999-03-23T07:38:37.710Z,37.8373333,-121.9725,5.313,1.51,md,15,77,0.03874,0.04,nc,nc21005530,2016-12-29T22:23:34.987Z,"San Francisco Bay area, California",earthquake,0.23,0.55,0.1,8,reviewed,nc,nc
1999-03-17T00:43:49.540Z,37.8386667,-121.969,5.787,1.39,md,15,80,0.03964,0.04,nc,nc21005283,2016-12-29T21:52:40.767Z,"San Francisco Bay area, California",earthquake,0.25,0.47,0.144,13,reviewed,nc,nc
1998-08-22T11:08:53.480Z,37.8433333,-121.9898333,7.592,1.2,md,8,73,0.02523,0.04,nc,nc30192677,2016-12-29T04:48:42.420Z,"San Francisco Bay area, California",earthquake,0.51,0.44,0.14,2,reviewed,nc,nc
1998-04-25T20:34:11.630Z,37.8356667,-121.9511667,9.037,1.27,md,11,78,0.05315,0.03,nc,nc30171807,2016-12-28T12:22:39.601Z,"San Francisco Bay area, California",earthquake,0.29,0.58,0.23,6,reviewed,nc,nc
1998-04-21T14:38:27.370Z,37.829,-121.9365,9.9,2.28,md,53,74,0.06667,0.09,nc,nc30221047,2016-12-28T12:05:59.880Z,"San Francisco Bay area, California",earthquake,0.14,0.27,0.11,46,reviewed,nc,nc
1998-04-14T09:59:24.170Z,37.822,-121.9753333,9.07,1.28,md,12,63,0.04955,0.03,nc,nc567311,2016-12-28T11:36:13.047Z,"San Francisco Bay area, California",earthquake,0.26,0.67,0.19,6,reviewed,nc,nc
1998-04-09T07:28:05.320Z,37.8411667,-121.9913333,6.906,1.86,md,47,51,0.02703,0.06,nc,nc566676,2016-12-28T11:18:07.710Z,"San Francisco Bay area, California",earthquake,0.11,0.23,0.14,26,reviewed,nc,nc
1998-04-03T05:36:28.440Z,37.8143333,-121.9781667,7.727,1.48,md,22,61,0.05586,0.05,nc,nc565764,2016-12-28T11:00:24.163Z,"San Francisco Bay area, California",earthquake,0.18,0.41,0.1,11,reviewed,nc,nc
1998-03-15T03:38:32.180Z,37.814,-121.9613333,16.877,1.65,md,20,68,0.06216,0.07,nc,nc561926,2016-12-28T09:22:34.512Z,"San Francisco Bay area, California",earthquake,0.32,0.74,0.08,15,reviewed,nc,nc
1998-01-08T17:10:41.230Z,37.8453333,-121.9665,4.937,1.32,md,7,92,0.03694,0.02,nc,nc40059475,2016-12-28T00:49:32.470Z,"San Francisco Bay area, California",earthquake,1.03,1.91,0.2,5,reviewed,nc,nc
1997-12-05T17:38:29.140Z,37.8558333,-122.0026667,13.536,1.11,md,6,150,0.00991,0.02,nc,nc51034319,2016-12-27T09:41:55.452Z,"San Francisco Bay area, California",earthquake,0.56,2.74,0.03,6,reviewed,nc,nc
1997-12-05T16:49:00.670Z,37.8536667,-121.9996667,12.543,1.37,md,7,132,0.01261,0.04,nc,nc51034311,2016-12-27T09:41:13.793Z,"San Francisco Bay area, California",earthquake,0.54,1.62,0.14,5,reviewed,nc,nc
1997-11-21T22:30:39.800Z,37.8383333,-121.955,7.577,1.58,md,20,80,0.04865,0.05,nc,nc536646,2016-12-27T00:50:38.409Z,"San Francisco Bay area, California",earthquake,0.19,0.4,0.15,16,reviewed,nc,nc
1997-11-20T22:57:48.290Z,37.8328333,-121.9521667,5.437,1.32,md,6,124,0.05405,0.03,nc,nc40044072,2016-12-27T00:37:34.581Z,"San Francisco Bay area, California",earthquake,0.82,2.23,0.15,5,reviewed,nc,nc
1997-11-16T12:04:46.190Z,37.8361667,-121.956,6.193,1.29,md,5,195,0.04955,0.02,nc,nc40042535,2016-12-26T22:36:42.015Z,"San Francisco Bay area, California",earthquake,2.19,3.44,0.22,4,reviewed,nc,nc
1997-09-02T04:14:03.190Z,37.8345,-121.9745,6.215,1.77,md,22,73,0.03964,0.05,nc,nc519510,2016-12-26T09:07:33.539Z,"San Francisco Bay area, California",earthquake,0.16,0.35,0.17,15,reviewed,nc,nc
1997-08-11T06:23:59.120Z,37.8638333,-121.9876667,8.236,1.65,md,35,55,0.01532,0.06,nc,nc516598,2016-12-26T07:41:09.805Z,"San Francisco Bay area, California",earthquake,0.13,0.24,0.1,18,reviewed,nc,nc
1997-06-26T23:46:07.830Z,37.86,-121.9551667,8.828,1.27,md,6,118,0.04054,0.05,nc,nc40029994,2016-12-26T02:43:27.664Z,"San Francisco Bay area, California",earthquake,0.61,1.16,0.06,4,reviewed,nc,nc
1997-06-13T14:11:44.440Z,37.842,-121.956,6.67,1.32,md,6,88,0.04595,0,nc,nc40029574,2016-12-26T01:59:25.349Z,"San Francisco Bay area, California",earthquake,0.86,1.67,0.08,4,reviewed,nc,nc
1997-01-13T13:34:17.300Z,37.8133333,-121.9411667,15.633,1.59,md,22,76,0.0964,0.09,nc,nc490942,2016-12-25T17:51:24.731Z,"San Francisco Bay area, California",earthquake,0.27,0.95,0.18,15,reviewed,nc,nc
1997-01-13T13:28:16.990Z,37.8131667,-121.9363333,16.003,1.61,md,19,78,0.1009,0.08,nc,nc490940,2016-12-25T17:51:18.080Z,"San Francisco Bay area, California",earthquake,0.34,1.03,0.15,14,reviewed,nc,nc
1996-11-06T16:09:08.810Z,37.8118333,-121.9915,7.105,1.53,md,19,56,0.05495,0.07,nc,nc483867,2016-12-25T06:37:04.273Z,"San Francisco Bay area, California",earthquake,0.22,0.6,0.13,17,reviewed,nc,nc
1996-10-05T22:54:40.630Z,37.841,-121.9293333,16.421,2.02,md,39,81,0.06577,0.08,nc,nc481152,2016-12-25T04:50:37.740Z,"San Francisco Bay area, California",earthquake,0.24,0.52,0.17,30,reviewed,nc,nc
1996-08-24T07:28:58.880Z,37.8483333,-121.9751667,7.587,1.45,md,13,93,0.02973,0.05,nc,nc477160,2016-12-25T01:57:54.355Z,"San Francisco Bay area, California",earthquake,0.24,0.4,0.12,7,reviewed,nc,nc
1996-03-03T03:56:24.570Z,37.8373333,-121.9586667,7.447,1.73,md,24,81,0.04685,0.05,nc,nc30098288,2016-12-24T08:50:39.124Z,"San Francisco Bay area, California",earthquake,0.18,0.36,0.09,18,reviewed,nc,nc
1996-03-02T15:36:30.270Z,37.8266667,-121.9498333,2.933,1.33,md,6,87,0.05946,0.02,nc,nc30098243,2016-12-24T08:49:05.862Z,"San Francisco Bay area, California",earthquake,1.22,4.76,,3,reviewed,nc,nc
1995-10-03T09:13:04.930Z,37.8253333,-121.96,15.385,2.12,md,58,66,0.05405,0.06,nc,nc30086137,2016-12-23T21:27:22.370Z,"San Francisco Bay area, California",earthquake,0.17,0.27,0.15,55,reviewed,nc,nc
1995-03-05T22:03:56.400Z,37.8583333,-122.002,3.376,1.41,md,15,66,0.008108,0.04,nc,nc30069391,2016-12-23T05:44:09.004Z,"San Francisco Bay area, California",earthquake,0.2,0.31,0.16,10,reviewed,nc,nc
1994-11-01T07:32:44.800Z,37.8191667,-121.9503333,5.718,1.05,md,4,209,0.06396,0,nc,nc1217177,2016-12-22T18:52:13.895Z,"San Francisco Bay area, California",earthquake,2.11,5.24,0.04,4,reviewed,nc,nc
1994-10-12T00:54:58.080Z,37.8586667,-122.0016667,5.51,1.59,md,18,54,0.007207,0.07,nc,nc30060338,2016-12-22T16:42:54.746Z,"San Francisco Bay area, California",earthquake,0.16,0.32,0.19,17,reviewed,nc,nc
1994-07-01T03:40:15.120Z,37.8111667,-121.9673333,20.627,1.3,md,13,64,0.06216,0.04,nc,nc30052019,2016-12-22T08:09:50.410Z,"San Francisco Bay area, California",earthquake,0.53,1,0.15,6,reviewed,nc,nc
1994-05-08T09:36:40.780Z,37.8655,-121.993,6.854,1.09,md,11,109,0.01081,0.05,nc,nc401850,2016-12-22T05:21:24.349Z,"San Francisco Bay area, California",earthquake,0.38,0.67,0.08,5,reviewed,nc,nc
1994-05-04T06:06:34.110Z,37.866,-121.9948333,8.896,2.38,md,70,43,0.009009,0.07,nc,nc401644,2016-12-22T05:09:08.930Z,"San Francisco Bay area, California",earthquake,0.13,0.24,0.11,71,reviewed,nc,nc
1994-03-30T22:53:53.790Z,37.8335,-121.9771667,8.136,1.32,md,16,71,0.03964,0.04,nc,nc399270,2016-12-22T03:29:37.862Z,"San Francisco Bay area, California",earthquake,0.21,0.43,0.14,10,reviewed,nc,nc
1993-12-12T09:13:52.040Z,37.8316667,-121.9498333,6.235,1,md,5,203,0.08829,0.01,nc,nc1210383,2016-12-21T07:26:09.043Z,"San Francisco Bay area, California",earthquake,0.95,2.89,0.08,3,reviewed,nc,nc
1993-09-04T05:41:44.480Z,37.845,-121.9651667,15.124,1,md,11,87,0.03874,0.04,nc,nc30027534,2016-12-20T20:20:38.853Z,"San Francisco Bay area, California",earthquake,0.38,0.87,0.03,5,reviewed,nc,nc
1993-07-16T12:35:46.150Z,37.816,-121.9666667,7.737,1.47,md,32,63,0.05856,0.04,nc,nc368177,2016-12-20T15:01:04.962Z,"San Francisco Bay area, California",earthquake,0.14,0.29,0.1,18,reviewed,nc,nc
1993-04-16T12:11:36.870Z,37.8305,-121.966,7.123,1.56,md,26,71,0.04685,0.05,nc,nc30015918,2016-12-20T09:56:01.180Z,"San Francisco Bay area, California",earthquake,0.17,0.4,0.15,17,reviewed,nc,nc
1993-04-04T15:58:55.660Z,37.831,-121.9606667,7.183,1.08,md,12,91,0.04955,0.03,nc,nc342937,2016-12-20T09:03:12.840Z,"San Francisco Bay area, California",earthquake,0.3,0.54,0.09,3,reviewed,nc,nc
1992-09-25T18:18:45.330Z,37.8443333,-121.9658333,8.476,1.53,md,8,104,0.03874,0.06,nc,nc1198759,2016-12-19T20:32:02.615Z,"San Francisco Bay area, California",earthquake,0.39,1.01,0.14,7,reviewed,nc,nc
1992-09-01T21:52:58.220Z,37.8528333,-122.001,3.326,2.1,md,30,51,0.01351,0.08,nc,nc313513,2016-12-19T18:06:42.890Z,"San Francisco Bay area, California",earthquake,0.14,0.21,0.1,23,reviewed,nc,nc
1992-08-27T03:31:44.610Z,37.8636667,-121.9981667,6.436,1.76,md,16,152,0.006306,0.06,nc,nc312414,2016-12-19T17:34:30.980Z,"San Francisco Bay area, California",earthquake,0.4,0.29,0.23,14,reviewed,nc,nc
1992-07-08T15:28:19.370Z,37.8481667,-121.986,4.558,1.04,md,4,166,0.02342,0,nc,nc1197006,2016-12-19T14:32:57.420Z,"San Francisco Bay area, California",earthquake,3.36,6.32,0.09,4,reviewed,nc,nc
1992-07-08T15:15:13.750Z,37.8661667,-122.0005,8.946,2.86,md,63,42,0.004505,0.07,nc,nc303272,2016-12-19T14:32:52.700Z,"San Francisco Bay area, California",earthquake,0.13,0.23,0.13,61,reviewed,nc,nc
1992-05-03T11:40:55.950Z,37.837,-121.9751667,6.386,1.08,md,13,76,0.03784,0.03,nc,nc270781,2016-12-19T09:21:56.965Z,"San Francisco Bay area, California",earthquake,0.27,0.52,0.06,8,reviewed,nc,nc
1992-05-03T11:40:20.080Z,37.8366667,-121.975,6.206,1.07,md,16,75,0.03784,0.02,nc,nc270780,2016-12-19T09:21:53.366Z,"San Francisco Bay area, California",earthquake,0.24,0.47,0.02,3,reviewed,nc,nc
1992-04-18T08:12:54.790Z,37.8305,-121.9321667,8.716,1.02,md,10,159,0.06847,0.05,nc,nc265407,2016-12-19T07:01:23.319Z,"San Francisco Bay area, California",earthquake,0.75,1.43,0.12,4,reviewed,nc,nc
1992-02-15T18:04:31.730Z,37.8635,-121.9996667,6.336,1.33,md,14,109,0.005405,0.04,nc,nc251144,2016-12-19T03:58:22.720Z,"San Francisco Bay area, California",earthquake,0.26,0.38,0.1,8,reviewed,nc,nc
1992-01-30T16:32:57.710Z,37.8131667,-121.9543333,9.633,1.54,md,24,68,0.06667,0.08,nc,nc248643,2016-12-19T03:10:00.155Z,"San Francisco Bay area, California",earthquake,0.22,0.42,0.08,17,reviewed,nc,nc
1992-01-26T17:21:06.270Z,37.8618333,-122.001,6.826,1.46,md,15,55,0.005405,0.06,nc,nc247687,2016-12-19T02:58:17.458Z,"San Francisco Bay area, California",earthquake,0.23,0.41,0.17,12,reviewed,nc,nc
1991-09-14T09:16:55.460Z,37.8531667,-121.9968333,9.646,2.06,md,43,51,0.01441,0.06,nc,nc231472,2016-12-18T16:48:53.730Z,"San Francisco Bay area, California",earthquake,0.15,0.23,0.12,28,reviewed,nc,nc
1991-08-14T12:36:25.450Z,37.8218333,-122.0018333,6.786,1.23,md,15,54,0.04324,0.05,nc,nc227809,2016-12-18T14:31:39.368Z,"San Francisco Bay area, California",earthquake,0.26,0.41,0.09,7,reviewed,nc,nc
1991-07-26T19:09:16.380Z,37.8573333,-121.987,1.944,2,md,13,104,0.01712,0.04,nc,nc225494,2016-12-18T13:23:33.707Z,"San Francisco Bay area, California",earthquake,0.22,0.37,0.24,16,reviewed,nc,nc
1991-06-30T13:19:24.400Z,37.8671667,-121.9698333,3.014,1.31,md,5,154,0.02883,0.05,nc,nc222580,2016-12-18T11:35:59.255Z,"San Francisco Bay area, California",earthquake,1.5,0.57,,5,reviewed,nc,nc
1991-06-30T04:04:56.950Z,37.8673333,-121.9878333,7.916,2.38,md,61,46,0.01441,0.08,nc,nc222544,2016-12-18T11:32:56.070Z,"San Francisco Bay area, California",earthquake,0.12,0.21,0.12,54,reviewed,nc,nc
1991-05-12T23:04:47.510Z,37.8433333,-121.9221667,10.011,1.52,md,29,86,0.07027,0.06,nc,nc212436,2016-12-18T09:13:39.099Z,"San Francisco Bay area, California",earthquake,0.18,0.41,0.19,18,reviewed,nc,nc
1991-04-18T12:40:36.970Z,37.8238333,-121.9473333,18.427,1.77,md,32,76,0.06216,0.07,nc,nc210796,2016-12-18T07:53:56.630Z,"San Francisco Bay area, California",earthquake,0.28,0.43,0.12,22,reviewed,nc,nc
1991-03-25T00:21:35.780Z,37.8665,-121.9685,-0.376,2.11,md,9,108,0.02973,0.05,nc,nc208666,2016-12-18T04:57:02.010Z,"San Francisco Bay area, California",earthquake,0.28,0.83,0.11,10,reviewed,nc,nc
1991-03-24T17:37:30.950Z,37.868,-121.9723333,-0.016,2.38,md,16,64,0.02703,0.1,nc,nc208623,2016-12-18T04:51:38.863Z,"San Francisco Bay area, California",earthquake,0.23,0.73,0.14,18,reviewed,nc,nc
1991-02-26T03:26:44.660Z,37.8488333,-121.9963333,8.936,1.51,md,17,73,0.01802,0.06,nc,nc207268,2016-12-18T03:09:18.951Z,"San Francisco Bay area, California",earthquake,0.23,0.41,0.06,9,reviewed,nc,nc
1991-02-05T09:57:20.500Z,37.8223333,-121.9526667,8.227,1.04,md,11,73,0.06036,0.05,nc,nc205925,2016-12-18T01:55:22.888Z,"San Francisco Bay area, California",earthquake,0.27,0.99,0.09,5,reviewed,nc,nc
1991-01-21T08:55:38.200Z,37.8591667,-121.9996667,2.783,1.01,md,4,150,0.008108,0.01,nc,nc1182499,2016-12-18T01:04:34.698Z,"San Francisco Bay area, California",earthquake,0.48,0.49,0.48,5,reviewed,nc,nc
1991-01-21T08:55:15.590Z,37.8615,-121.9963333,2.836,0.52,md,5,150,0.009009,0.06,nc,nc1182498,2016-12-18T01:04:31.099Z,"San Francisco Bay area, California",earthquake,0.52,0.62,0.31,5,reviewed,nc,nc
1991-01-07T12:18:01.780Z,37.8403333,-121.9651667,6.237,1.25,md,18,84,0.04144,0.05,nc,nc204311,2016-12-18T00:24:59.121Z,"San Francisco Bay area, California",earthquake,0.18,0.46,0.17,8,reviewed,nc,nc
1990-12-22T07:32:15.060Z,37.8358333,-121.9628333,4.218,0.96,md,4,190,0.04505,0.01,nc,nc1181987,2016-12-17T23:12:59.253Z,"San Francisco Bay area, California",earthquake,2.16,5.56,0.08,4,reviewed,nc,nc
1990-12-21T02:04:19.590Z,37.839,-121.9715,4.037,0.96,md,5,116,0.03784,0,nc,nc1181961,2016-12-17T23:09:32.648Z,"San Francisco Bay area, California",earthquake,0.94,2.33,0.08,4,reviewed,nc,nc
1990-12-14T08:21:19.690Z,37.8395,-122.0001667,1.456,1.12,md,4,162,0.02613,0,nc,nc1181861,2016-12-17T22:51:14.255Z,"San Francisco Bay area, California",earthquake,0.77,2.33,0.25,5,reviewed,nc,nc
1990-11-28T21:48:21.430Z,37.8198333,-121.9663333,4.678,0.96,md,4,197,0.05586,0.01,nc,nc1181600,2016-12-17T21:55:30.534Z,"San Francisco Bay area, California",earthquake,3.32,6.92,0.08,4,reviewed,nc,nc
1990-11-09T10:46:19.990Z,37.8485,-121.9626667,8.407,2.7,md,71,62,0.03874,0.07,nc,nc166226,2016-12-17T20:42:12.660Z,"San Francisco Bay area, California",earthquake,0.11,0.21,0.1,67,reviewed,nc,nc
1990-11-09T10:39:54.230Z,37.8415,-121.9646667,7.057,1.63,md,25,63,0.04054,0.06,nc,nc202188,2016-12-17T20:42:05.637Z,"San Francisco Bay area, California",earthquake,0.2,0.37,0.09,12,reviewed,nc,nc
1990-10-29T06:47:20.930Z,37.827,-121.9923333,8.966,1.18,md,12,58,0.03964,0.03,nc,nc201274,2016-12-17T19:53:33.890Z,"San Francisco Bay area, California",earthquake,0.28,0.6,0.15,6,reviewed,nc,nc
1990-10-28T13:36:17.900Z,37.8655,-121.971,0.474,1.2,md,8,108,0.02793,0.02,nc,nc202383,2016-12-17T19:50:50.983Z,"San Francisco Bay area, California",earthquake,0.28,0.68,0.09,5,reviewed,nc,nc
1990-10-11T19:50:22.780Z,37.8545,-121.9796667,7.241,1.18,md,4,162,0.02342,0,nc,nc1180627,2016-12-17T18:34:16.175Z,"San Francisco Bay area, California",quarry blast,3.87,0.74,0.62,4,reviewed,nc,nc
1990-09-10T07:14:32.530Z,37.8665,-121.9695,-0.306,1.83,md,9,109,0.02883,0.02,nc,nc163927,2016-12-17T16:31:48.020Z,"San Francisco Bay area, California",earthquake,0.23,0.89,0.06,7,reviewed,nc,nc
1990-08-25T21:10:57.240Z,37.8323333,-121.9688333,14.627,1.86,md,39,62,0.04414,0.08,nc,nc163228,2016-12-17T15:19:08.270Z,"San Francisco Bay area, California",earthquake,0.2,0.32,0.14,27,reviewed,nc,nc
1990-08-16T01:41:59.000Z,37.8601667,-121.9953333,4.116,1.23,md,4,259,0.00991,0,nc,nc1179569,2016-12-17T14:40:22.350Z,"San Francisco Bay area, California",earthquake,1.39,1.75,0.15,4,reviewed,nc,nc
1990-08-03T12:38:29.050Z,37.8623333,-121.9945,4.186,1.14,md,5,151,0.00991,0.06,nc,nc1179270,2016-12-17T13:55:30.723Z,"San Francisco Bay area, California",earthquake,0.56,0.8,0.35,5,reviewed,nc,nc
1990-08-03T11:25:05.910Z,37.865,-121.9956667,6.956,1.41,md,18,111,0.008108,0.03,nc,nc162043,2016-12-17T13:54:57.990Z,"San Francisco Bay area, California",earthquake,0.25,0.42,0.08,7,reviewed,nc,nc
1990-07-06T23:13:31.910Z,37.8596667,-121.9813333,6.393,0.74,md,4,128,0.02072,0,nc,nc1178502,2016-12-17T12:15:14.586Z,"San Francisco Bay area, California",earthquake,2.44,3.08,0.26,3,reviewed,nc,nc
1990-07-01T04:44:51.020Z,37.857,-121.9966667,1.206,1.51,md,6,99,0.01171,0.06,nc,nc1178350,2016-12-17T11:50:45.927Z,"San Francisco Bay area, California",earthquake,0.3,0.55,0.06,5,reviewed,nc,nc
1990-06-30T06:49:55.600Z,37.8506667,-121.9861667,2.776,1.49,md,6,92,0.02162,0.06,nc,nc1178315,2016-12-17T11:47:01.119Z,"San Francisco Bay area, California",earthquake,0.4,0.92,0.07,5,reviewed,nc,nc
1990-06-29T13:50:19.980Z,37.8446667,-121.9883333,-0.302,0.98,md,4,167,0.02523,0.05,nc,nc1178285,2016-12-17T11:43:37.811Z,"San Francisco Bay area, California",earthquake,0.77,3.26,0.33,4,reviewed,nc,nc
1990-06-29T01:11:36.730Z,37.834,-121.9775,5.906,1.42,md,20,71,0.03874,0.05,nc,nc160152,2016-12-17T11:41:37.980Z,"San Francisco Bay area, California",earthquake,0.16,0.37,0.14,11,reviewed,nc,nc
1990-06-28T15:28:05.080Z,37.8316667,-121.9721667,2.677,0.93,md,5,121,0.04324,0.08,nc,nc1178255,2016-12-17T11:40:00.410Z,"San Francisco Bay area, California",earthquake,1.83,7.98,0.1,5,reviewed,nc,nc
1990-06-19T12:32:49.380Z,37.864,-121.9906667,4.826,1.41,md,17,56,0.01261,0.06,nc,nc159644,2016-12-17T10:44:10.078Z,"San Francisco Bay area, California",earthquake,0.19,0.4,0.24,13,reviewed,nc,nc
1990-06-17T22:37:49.770Z,37.8591667,-121.9983333,4.238,1.06,md,4,151,0.009009,0,nc,nc1177680,2016-12-17T10:37:31.719Z,"San Francisco Bay area, California",earthquake,2.56,1.67,0.16,4,reviewed,nc,nc
1990-06-09T13:34:44.790Z,37.8626667,-121.9966667,2.069,1.31,md,4,175,0.008108,0,nc,nc1177448,2016-12-17T10:06:29.162Z,"San Francisco Bay area, California",earthquake,0.56,0.58,0.13,4,reviewed,nc,nc
1990-06-08T07:38:19.530Z,37.8573333,-121.9885,0.536,1.75,md,10,103,0.01622,0.04,nc,nc159111,2016-12-17T10:02:50.459Z,"San Francisco Bay area, California",earthquake,0.2,0.38,0.22,9,reviewed,nc,nc
1990-06-05T22:45:28.520Z,37.8613333,-121.9901667,5.366,1.65,md,13,107,0.01351,0.05,nc,nc158910,2016-12-17T09:56:05.783Z,"San Francisco Bay area, California",earthquake,0.22,0.63,0.07,11,reviewed,nc,nc
1990-06-03T05:58:02.430Z,37.8555,-121.9988333,5.356,2.28,md,38,75,0.06396,0.11,nc,nc158748,2016-12-17T09:43:56.890Z,"San Francisco Bay area, California",earthquake,0.22,0.36,0.15,27,reviewed,nc,nc
1990-06-03T05:53:12.750Z,37.8606667,-121.9986667,5.136,2.31,md,38,81,0.06757,0.11,nc,nc158747,2016-12-17T09:43:49.080Z,"San Francisco Bay area, California",earthquake,0.17,0.41,0.23,28,reviewed,nc,nc
1990-06-02T23:08:45.830Z,37.8613333,-122.0006667,6.156,2.12,md,19,66,0.06667,0.07,nc,nc158738,2016-12-17T09:42:22.008Z,"San Francisco Bay area, California",earthquake,0.2,0.52,0.12,12,reviewed,nc,nc
1990-05-31T16:51:55.890Z,37.8675,-121.9693333,-0.376,1.79,md,8,109,0.02973,0.13,nc,nc158636,2016-12-17T09:31:40.741Z,"San Francisco Bay area, California",earthquake,0.47,1.64,0.13,7,reviewed,nc,nc
1990-05-30T18:37:10.190Z,37.8658333,-121.9831667,2.686,2.39,md,34,57,0.01802,0.21,nc,nc158601,2016-12-17T09:27:59.330Z,"San Francisco Bay area, California",earthquake,0.26,0.52,0.09,24,reviewed,nc,nc
1990-05-28T03:51:28.270Z,37.8355,-121.968,15.447,2.68,md,55,61,0.04234,0.08,nc,nc158435,2016-12-17T09:19:14.100Z,"San Francisco Bay area, California",earthquake,0.16,0.28,0.16,58,reviewed,nc,nc
1990-05-28T03:09:07.960Z,37.8451667,-121.989,4.806,1.72,md,16,76,0.02432,0.25,nc,nc158467,2016-12-17T09:18:53.703Z,"San Francisco Bay area, California",earthquake,0.48,0.81,0.21,7,reviewed,nc,nc
1990-05-27T11:17:27.460Z,37.8138333,-121.9935,8.776,2.22,md,44,55,0.05225,0.06,nc,nc158452,2016-12-17T09:17:05.890Z,"San Francisco Bay area, California",earthquake,0.16,0.28,0.09,31,reviewed,nc,nc
1990-05-26T21:50:39.430Z,37.8266667,-121.9921667,9.226,1.2,md,10,89,0.04054,0.01,nc,nc158415,2016-12-17T09:15:18.166Z,"San Francisco Bay area, California",earthquake,0.86,0.98,0.03,7,reviewed,nc,nc
1990-05-26T14:18:21.260Z,37.8585,-121.9985,3.756,1.84,md,14,66,0.009009,0.13,nc,nc158371,2016-12-17T09:13:35.806Z,"San Francisco Bay area, California",earthquake,0.4,0.54,0.11,9,reviewed,nc,nc
1990-05-25T03:37:49.380Z,37.8561667,-121.9915,1.456,1.09,md,5,158,0.01532,0,nc,nc1177037,2016-12-17T09:08:12.380Z,"San Francisco Bay area, California",earthquake,0.43,0.47,0.28,5,reviewed,nc,nc
1990-05-16T06:29:08.870Z,37.8315,-121.9866667,5.636,1.52,md,20,78,0.03694,0.08,nc,nc157761,2016-12-17T08:24:40.769Z,"San Francisco Bay area, California",earthquake,0.21,0.41,0.11,10,reviewed,nc,nc
1990-05-16T04:00:47.210Z,37.8621667,-121.9881667,2.256,1.82,md,14,71,0.01441,0.13,nc,nc157871,2016-12-17T08:24:10.521Z,"San Francisco Bay area, California",earthquake,0.36,0.56,0.14,8,reviewed,nc,nc
1990-05-15T22:20:17.190Z,37.8661667,-121.9865,0.689,0.99,md,4,178,0.01532,0,nc,nc1176682,2016-12-17T08:23:10.538Z,"San Francisco Bay area, California",earthquake,0.76,0.47,0.25,4,reviewed,nc,nc
1990-05-13T13:32:25.600Z,37.8611667,-121.9948333,2.076,1.03,md,5,152,0.00991,0,nc,nc1176605,2016-12-17T08:11:40.987Z,"San Francisco Bay area, California",earthquake,0.47,0.52,0.11,5,reviewed,nc,nc
1990-05-13T09:30:23.000Z,37.8561667,-121.9913333,2.116,2.1,md,23,72,0.01532,0.12,nc,nc157583,2016-12-17T08:10:31.343Z,"San Francisco Bay area, California",earthquake,0.21,0.44,0.14,17,reviewed,nc,nc
1990-05-13T05:34:58.720Z,37.8133333,-121.9781667,6.443,1.73,md,21,83,0.05676,0.04,nc,nc157576,2016-12-17T08:09:51.576Z,"San Francisco Bay area, California",earthquake,0.21,0.44,0.12,12,reviewed,nc,nc
1990-05-09T05:33:07.480Z,37.8128333,-121.9773333,6.523,1.23,md,5,97,0.05766,0.02,nc,nc1176392,2016-12-17T07:44:00.809Z,"San Francisco Bay area, California",earthquake,0.86,2.76,0.23,4,reviewed,nc,nc
1990-05-09T04:02:36.410Z,37.8308333,-121.9811667,2.988,0.74,md,4,181,0.03964,0,nc,nc1176388,2016-12-17T07:43:30.473Z,"San Francisco Bay area, California",earthquake,2.64,5.32,0.2,4,reviewed,nc,nc
1990-05-08T21:17:41.820Z,37.8668333,-121.9786667,4.966,1.21,md,6,111,0.02162,0.07,nc,nc1176370,2016-12-17T07:41:21.244Z,"San Francisco Bay area, California",earthquake,0.43,0.9,0.3,5,reviewed,nc,nc
1990-05-08T19:25:32.520Z,37.8573333,-121.9868333,6.856,1.61,md,5,160,0.01712,0.1,nc,nc1176369,2016-12-17T07:41:17.160Z,"San Francisco Bay area, California",earthquake,0.71,3.5,0.1,5,reviewed,nc,nc
1990-05-07T15:56:57.250Z,37.8118333,-121.974,3.873,1.3,md,5,99,0.05946,0.01,nc,nc1176285,2016-12-17T07:30:30.580Z,"San Francisco Bay area, California",earthquake,0.74,4.12,0.06,5,reviewed,nc,nc
1990-05-07T03:48:20.140Z,37.8258333,-121.9891667,7.852,1.2,md,12,80,0.05946,0.04,nc,nc157128,2016-12-17T07:07:38.625Z,"San Francisco Bay area, California",earthquake,0.27,0.76,0.27,7,reviewed,nc,nc
1990-05-06T14:20:46.150Z,37.8315,-121.9923333,6.582,1.58,md,16,90,0.05766,0.06,nc,nc157092,2016-12-17T07:05:25.710Z,"San Francisco Bay area, California",earthquake,0.25,0.45,0.09,8,reviewed,nc,nc
1990-05-06T14:00:01.110Z,37.8303333,-121.9898333,5.617,1.17,md,12,82,0.05946,0.03,nc,nc157091,2016-12-17T07:05:21.605Z,"San Francisco Bay area, California",earthquake,0.32,0.8,0.11,7,reviewed,nc,nc
1990-05-06T07:08:36.790Z,37.834,-121.9883333,6.233,1.31,md,8,91,0.03423,0.08,nc,nc157165,2016-12-17T07:04:04.828Z,"San Francisco Bay area, California",earthquake,0.53,0.93,0.17,7,reviewed,nc,nc
