time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-07-28T05:00:08.140Z,37.847,-121.971,6.389,1.33,md,19,71,0.02072,0.11,nc,nc71255396,2017-01-20T14:30:05.271Z,"San Francisco Bay area, California",earthquake,0.27,0.56,0.125,18,reviewed,nc,nc
2009-07-19T14:49:55.230Z,37.838,-121.965,4.719,0.91,md,10,78,0.03063,0.05,nc,nc71250801,2017-01-20T13:45:41.076Z,"San Francisco Bay area, California",earthquake,0.37,0.64,0.207,9,reviewed,nc,nc
2009-07-14T19:34:27.590Z,37.8263333,-121.9618333,6.158,1.5,md,21,67,0.04054,0.09,nc,nc71248386,2017-01-20T13:21:05.731Z,"San Francisco Bay area, California",earthquake,0.24,0.5,0.153,19,reviewed,nc,nc
2009-07-09T12:52:58.180Z,37.8166667,-121.9813333,9.156,0.9,md,9,84,0.04324,0.02,nc,nc71246076,2017-01-20T12:52:37.435Z,"San Francisco Bay area, California",earthquake,0.35,0.6,0.134,8,reviewed,nc,nc
2009-07-06T22:51:48.630Z,37.8201667,-121.965,5.532,1.08,md,10,72,0.04414,0.03,nc,nc71244641,2017-01-20T12:36:02.597Z,"San Francisco Bay area, California",earthquake,0.3,0.69,0.192,10,reviewed,nc,nc
2009-07-06T20:00:37.020Z,37.8176667,-121.9645,5.521,1,md,10,108,0.04685,0.05,nc,nc71244556,2017-01-20T12:35:32.646Z,"San Francisco Bay area, California",earthquake,0.38,0.6,0.239,10,reviewed,nc,nc
2009-07-06T09:56:36.110Z,37.8616667,-121.9873333,6.069,0.87,md,13,100,0.005405,0.04,nc,nc71244206,2017-01-20T12:33:29.756Z,"San Francisco Bay area, California",earthquake,0.3,0.39,0.257,12,reviewed,nc,nc
2009-06-30T03:13:14.520Z,37.8156667,-121.9633333,5.963,1.69,md,33,63,0.04865,0.14,nc,nc71241121,2017-01-20T12:01:00.080Z,"San Francisco Bay area, California",earthquake,0.24,0.56,0.158,28,reviewed,nc,nc
2009-06-24T06:36:27.290Z,37.8248333,-121.967,5.736,1.37,md,16,79,0.03964,0.07,nc,nc71238046,2017-01-20T11:25:46.409Z,"San Francisco Bay area, California",earthquake,0.22,0.72,0.148,17,reviewed,nc,nc
2009-06-21T23:57:14.600Z,37.822,-121.9501667,6.63,1.18,md,12,70,0.0964,0.05,nc,nc40238573,2017-01-20T11:13:32.345Z,"San Francisco Bay area, California",earthquake,0.23,1.22,0.286,13,reviewed,nc,nc
2009-06-20T22:16:25.140Z,37.8173333,-121.9566667,6.785,0.93,md,9,104,0.1027,0.03,nc,nc71232880,2017-01-20T11:05:29.609Z,"San Francisco Bay area, California",earthquake,0.41,1.27,0.096,8,reviewed,nc,nc
2009-06-20T19:01:38.990Z,37.819,-121.9591667,6.186,1.36,md,18,64,0.08829,0.1,nc,nc40238479,2017-01-20T11:02:28.691Z,"San Francisco Bay area, California",earthquake,0.28,0.9,0.206,16,reviewed,nc,nc
2009-06-17T06:33:34.130Z,37.8341667,-121.965,5.352,0.58,md,10,80,0.03333,0.03,nc,nc71231915,2017-01-20T10:40:59.871Z,"San Francisco Bay area, California",earthquake,0.29,0.94,0.106,9,reviewed,nc,nc
2009-06-15T09:35:50.830Z,37.818,-121.9583333,5.217,0.8,md,13,103,0.04865,0.05,nc,nc71231285,2017-01-20T10:32:26.797Z,"San Francisco Bay area, California",earthquake,0.27,0.72,0.17,12,reviewed,nc,nc
2009-06-15T06:57:22.270Z,37.8233333,-121.9523333,5.689,0.67,md,10,75,0.04775,0.03,nc,nc71231265,2017-01-20T10:32:00.180Z,"San Francisco Bay area, California",earthquake,0.3,0.59,0.261,10,reviewed,nc,nc
2009-06-15T05:07:19.390Z,37.8165,-121.9623333,4.367,0.63,md,8,106,0.04865,0.04,nc,nc71231235,2017-01-20T10:31:03.063Z,"San Francisco Bay area, California",earthquake,0.27,31.61,0.091,7,reviewed,nc,nc
2009-06-14T15:11:39.440Z,37.8113333,-121.9628333,6.086,0.58,md,11,100,0.05315,0.06,nc,nc71231050,2017-01-20T10:27:23.767Z,"San Francisco Bay area, California",earthquake,0.3,0.6,0.195,8,reviewed,nc,nc
2009-06-14T12:56:11.560Z,37.8206667,-121.956,6.027,0.76,md,9,111,0.04775,0.03,nc,nc71231035,2017-01-20T10:27:15.216Z,"San Francisco Bay area, California",earthquake,0.35,0.67,0.099,8,reviewed,nc,nc
2009-06-13T18:15:23.310Z,37.8196667,-121.9653333,5.979,1.32,md,17,107,0.04505,0.07,nc,nc40238133,2017-01-20T10:23:38.149Z,"San Francisco Bay area, California",earthquake,0.22,0.46,0.149,17,reviewed,nc,nc
2009-06-13T15:37:44.490Z,37.8201667,-121.9566667,6.149,1.17,md,16,66,0.04775,0.07,nc,nc71230720,2017-01-20T10:22:49.618Z,"San Francisco Bay area, California",earthquake,0.25,0.7,0.245,16,reviewed,nc,nc
2009-06-12T17:20:02.890Z,37.8216667,-121.9585,7.367,2.03,md,49,61,0.04595,0.14,nc,nc40238077,2017-01-20T10:17:12.790Z,"San Francisco Bay area, California",earthquake,0.2,0.39,0.163,40,reviewed,nc,nc
2009-06-12T17:18:55.020Z,37.824,-121.9523333,6.977,2.38,md,61,64,0.04685,0.12,nc,nc40238075,2017-01-20T10:16:57.770Z,"San Francisco Bay area, California",earthquake,0.14,0.27,0.155,63,reviewed,nc,nc
2009-06-12T03:23:25.600Z,37.8208333,-121.9585,5.906,0.82,md,8,88,0.04685,0.06,nc,nc71230255,2017-01-20T10:14:13.641Z,"San Francisco Bay area, California",earthquake,0.42,0.56,0.136,7,reviewed,nc,nc
2009-06-12T03:17:54.640Z,37.8198333,-121.9545,5.41,0.81,md,7,161,0.04955,0.01,nc,nc71230245,2017-01-20T10:14:09.320Z,"San Francisco Bay area, California",earthquake,0.42,2.02,0.153,6,reviewed,nc,nc
2009-06-12T02:59:51.620Z,37.8208333,-121.958,6.119,1.16,md,13,66,0.04685,0.04,nc,nc40238049,2017-01-20T10:14:04.918Z,"San Francisco Bay area, California",earthquake,0.24,0.66,0.155,12,reviewed,nc,nc
2009-06-12T02:13:04.870Z,37.8223333,-121.9576667,5.866,1.29,md,14,66,0.04595,0.07,nc,nc40238047,2017-01-20T10:13:56.108Z,"San Francisco Bay area, California",earthquake,0.28,0.61,0.181,13,reviewed,nc,nc
2009-06-12T01:54:56.910Z,37.8203333,-121.9548333,5.709,0.77,md,10,72,0.04865,0.03,nc,nc71230215,2017-01-20T10:13:47.490Z,"San Francisco Bay area, California",earthquake,0.28,0.56,0.172,9,reviewed,nc,nc
2009-06-12T01:43:14.570Z,37.821,-121.9588333,7.207,2.13,md,54,61,0.04595,0.12,nc,nc40238045,2017-01-20T10:13:41.660Z,"San Francisco Bay area, California",earthquake,0.15,0.35,0.154,49,reviewed,nc,nc
2009-06-12T01:42:13.120Z,37.8208333,-121.9598333,5.886,1.24,md,14,65,0.04595,0.07,nc,nc40238044,2017-01-20T10:13:35.269Z,"San Francisco Bay area, California",earthquake,0.27,0.62,0.243,13,reviewed,nc,nc
2009-06-10T20:18:55.670Z,37.8188333,-121.9595,5.616,1.8,md,30,62,0.04775,0.18,nc,nc40237955,2017-01-20T10:04:19.910Z,"San Francisco Bay area, California",earthquake,0.25,0.65,0.128,28,reviewed,nc,nc
2009-06-10T19:21:25.570Z,37.8223333,-121.9631667,5.366,1.49,md,10,92,0.04324,0.05,nc,nc40237952,2017-01-20T10:03:59.979Z,"San Francisco Bay area, California",earthquake,0.29,0.54,0.228,11,reviewed,nc,nc
2009-06-10T17:00:06.550Z,37.8195,-121.9605,5.793,1.35,md,12,102,0.04685,0.06,nc,nc40237948,2017-01-20T10:03:28.352Z,"San Francisco Bay area, California",earthquake,0.3,0.69,0.167,12,reviewed,nc,nc
2009-06-10T15:48:13.090Z,37.8208333,-121.9523333,5.98,1.15,md,14,67,0.04955,0.04,nc,nc71229455,2017-01-20T10:03:11.232Z,"San Francisco Bay area, California",earthquake,0.24,0.68,0.15,11,reviewed,nc,nc
2009-06-10T11:58:16.320Z,37.82,-121.9578333,6.867,2.03,md,63,62,0.04775,0.1,nc,nc40237932,2017-01-20T10:01:53.280Z,"San Francisco Bay area, California",earthquake,0.11,0.29,0.189,60,reviewed,nc,nc
2009-06-10T11:57:22.040Z,37.8198333,-121.9571667,6.123,1.22,md,14,104,0.04775,0.05,nc,nc40237931,2017-01-20T10:01:44.297Z,"San Francisco Bay area, California",earthquake,0.26,0.62,0.215,14,reviewed,nc,nc
2009-06-10T03:20:45.260Z,37.8211667,-121.9528333,5.917,0.82,md,11,107,0.04955,0.05,nc,nc71020659,2017-01-20T09:58:02.150Z,"San Francisco Bay area, California",earthquake,0.28,0.71,0.183,10,reviewed,nc,nc
2009-06-10T03:20:22.080Z,37.8206667,-121.9531667,5.617,0.82,md,12,106,0.04955,0.03,nc,nc71229320,2017-01-20T09:57:57.600Z,"San Francisco Bay area, California",earthquake,0.23,0.63,0.141,9,reviewed,nc,nc
2009-06-10T02:43:50.070Z,37.8153333,-121.9556667,4.752,0.86,md,8,90,0.05225,0.02,nc,nc71229315,2017-01-20T09:57:48.998Z,"San Francisco Bay area, California",earthquake,0.38,31.61,0.22,7,reviewed,nc,nc
2009-06-09T21:59:22.280Z,37.8178333,-121.9608333,6.194,1.32,md,14,64,0.04775,0.05,nc,nc40237886,2017-01-20T09:56:19.640Z,"San Francisco Bay area, California",earthquake,0.25,0.59,0.249,16,reviewed,nc,nc
2009-06-09T20:12:27.610Z,37.821,-121.9521667,5.869,1.46,md,11,68,0.04955,0.04,nc,nc40237882,2017-01-20T09:55:57.167Z,"San Francisco Bay area, California",earthquake,0.26,0.69,0.317,12,reviewed,nc,nc
2009-06-09T20:11:00.070Z,37.8203333,-121.958,6.496,1.78,md,36,62,0.04775,0.14,nc,nc40237881,2017-01-20T09:55:51.260Z,"San Francisco Bay area, California",earthquake,0.21,0.51,0.118,30,reviewed,nc,nc
2009-06-09T16:45:32.640Z,37.8201667,-121.9563333,5.549,1.33,md,14,62,0.04865,0.04,nc,nc40237874,2017-01-20T09:55:02.117Z,"San Francisco Bay area, California",earthquake,0.23,0.65,0.265,14,reviewed,nc,nc
2009-06-09T13:11:28.810Z,37.8178333,-121.9578333,5.617,0.68,md,11,103,0.04955,0.04,nc,nc71229125,2017-01-20T09:54:04.021Z,"San Francisco Bay area, California",earthquake,0.29,0.63,0.174,8,reviewed,nc,nc
2009-06-09T09:41:42.590Z,37.8193333,-121.9588333,6.583,1.65,md,34,66,0.04775,0.08,nc,nc40237858,2017-01-20T09:53:12.520Z,"San Francisco Bay area, California",earthquake,0.16,0.4,0.177,33,reviewed,nc,nc
2009-06-09T09:40:00.210Z,37.8221667,-121.9486667,6.029,0.81,md,12,69,0.05045,0.05,nc,nc71020549,2017-01-20T09:53:03.760Z,"San Francisco Bay area, California",earthquake,0.35,0.48,0.167,12,reviewed,nc,nc
2009-06-09T09:39:42.750Z,37.8191667,-121.9541667,5.833,0.83,md,11,106,0.05045,0.04,nc,nc71229075,2017-01-20T09:52:59.401Z,"San Francisco Bay area, California",earthquake,0.27,0.7,0.166,11,reviewed,nc,nc
2009-06-09T09:04:20.610Z,37.8216667,-121.9466667,5.707,0.7,md,9,110,0.05225,0.03,nc,nc71229065,2017-01-20T09:52:50.833Z,"San Francisco Bay area, California",earthquake,0.34,0.76,0.093,7,reviewed,nc,nc
2009-06-09T08:54:59.780Z,37.8205,-121.9505,4.08,0.89,md,6,164,0.05045,0.04,nc,nc71229055,2017-01-20T09:52:41.792Z,"San Francisco Bay area, California",earthquake,0.41,31.61,0.069,4,reviewed,nc,nc
2009-06-09T08:46:05.240Z,37.8246667,-121.9485,7.651,0.99,md,7,164,0.04865,0.05,nc,nc71229050,2017-01-20T09:52:37.086Z,"San Francisco Bay area, California",earthquake,0.44,1.6,0.275,7,reviewed,nc,nc
2009-06-09T08:37:56.590Z,37.8206667,-121.9546667,5.714,1.5,md,17,106,0.04865,0.05,nc,nc40237857,2017-01-20T09:52:32.799Z,"San Francisco Bay area, California",earthquake,0.2,0.57,0.209,16,reviewed,nc,nc
2009-06-09T08:35:17.820Z,37.8213333,-121.9516667,6.237,0.82,md,11,113,0.04955,0.04,nc,nc71229045,2017-01-20T09:52:28.237Z,"San Francisco Bay area, California",earthquake,0.31,0.72,0.178,8,reviewed,nc,nc
2009-06-09T08:29:46.250Z,37.8196667,-121.9546667,5.893,1.21,md,13,106,0.04955,0.04,nc,nc40237856,2017-01-20T09:52:23.883Z,"San Francisco Bay area, California",earthquake,0.22,0.61,0.219,13,reviewed,nc,nc
2009-06-09T08:21:17.070Z,37.821,-121.9553333,6.307,0.95,md,12,105,0.04775,0.05,nc,nc71229040,2017-01-20T09:52:19.238Z,"San Francisco Bay area, California",earthquake,0.27,0.64,0.189,10,reviewed,nc,nc
2009-06-09T08:20:40.180Z,37.8181667,-121.954,5.627,0.78,md,8,162,0.05135,0.03,nc,nc71229035,2017-01-20T09:52:14.939Z,"San Francisco Bay area, California",earthquake,0.4,0.67,0.095,6,reviewed,nc,nc
2009-06-09T08:11:51.750Z,37.8211667,-121.9525,6.097,0.74,md,8,113,0.04955,0.02,nc,nc71229030,2017-01-20T09:52:10.432Z,"San Francisco Bay area, California",earthquake,0.41,0.63,0.104,8,reviewed,nc,nc
2009-06-09T07:35:07.660Z,37.8228333,-121.9613333,8.183,2.13,md,95,61,0.04414,0.17,nc,nc40237855,2017-01-20T09:52:05.170Z,"San Francisco Bay area, California",earthquake,0.17,0.36,0.169,76,reviewed,nc,nc
2009-06-09T07:00:09.280Z,37.8178333,-121.9543333,6.157,0.79,md,9,111,0.05135,0.05,nc,nc71229020,2017-01-20T09:51:44.576Z,"San Francisco Bay area, California",earthquake,0.37,0.85,0.075,6,reviewed,nc,nc
2009-06-09T06:10:39.150Z,37.849,-121.9861667,7.184,0.88,md,17,69,0.01081,0.06,nc,nc40237849,2017-01-20T09:51:24.149Z,"San Francisco Bay area, California",earthquake,0.23,0.46,0.201,14,reviewed,nc,nc
2009-06-09T05:04:39.340Z,37.8155,-121.965,5.376,1.24,md,16,63,0.04865,0.05,nc,nc71228985,2017-01-20T09:51:11.095Z,"San Francisco Bay area, California",earthquake,0.19,0.57,0.244,13,reviewed,nc,nc
2009-06-09T03:53:14.660Z,37.8178333,-121.9576667,5.816,1.02,md,13,96,0.04955,0.04,nc,nc71228920,2017-01-20T09:51:06.758Z,"San Francisco Bay area, California",earthquake,0.27,0.62,0.261,12,reviewed,nc,nc
2009-06-09T00:39:47.310Z,37.8156667,-121.9605,5.696,1.18,md,14,64,0.05045,0.05,nc,nc40237836,2017-01-20T09:49:41.308Z,"San Francisco Bay area, California",earthquake,0.23,0.62,0.217,12,reviewed,nc,nc
2009-06-09T00:33:04.750Z,37.816,-121.9595,5.663,1.06,md,15,102,0.05045,0.05,nc,nc40237835,2017-01-20T09:49:36.435Z,"San Francisco Bay area, California",earthquake,0.21,0.5,0.204,13,reviewed,nc,nc
2009-06-09T00:15:31.060Z,37.8191667,-121.9566667,5.926,0.82,md,11,66,0.04865,0.03,nc,nc71228845,2017-01-20T09:49:27.475Z,"San Francisco Bay area, California",earthquake,0.27,0.58,0.273,9,reviewed,nc,nc
2009-06-08T23:52:45.510Z,37.8213333,-121.9625,7.653,2.68,md,83,60,0.04414,0.12,nc,nc40237832,2017-01-20T09:49:17.020Z,"San Francisco Bay area, California",earthquake,0.12,0.28,0.156,90,reviewed,nc,nc
2009-06-08T22:39:17.450Z,37.8208333,-121.9526667,5.016,1.35,md,15,67,0.04955,0.05,nc,nc71228800,2017-01-20T09:48:58.081Z,"San Francisco Bay area, California",earthquake,0.19,0.58,0.2,12,reviewed,nc,nc
2009-06-08T22:30:36.670Z,37.8211667,-121.9615,6.927,1.83,md,34,61,0.04505,0.12,nc,nc40237827,2017-01-20T09:48:44.830Z,"San Francisco Bay area, California",earthquake,0.2,0.41,0.2,31,reviewed,nc,nc
2009-06-08T22:15:04.510Z,37.822,-121.965,8.657,3.51,mw,132,60,0.04324,0.17,nc,nc40237825,2017-03-17T20:23:55.844Z,"San Francisco Bay area, California",earthquake,0.14,0.26,,4,reviewed,nc,nc
2009-05-26T17:34:49.860Z,37.8356667,-121.9653333,5.857,1.07,md,13,73,0.03153,0.06,nc,nc51222233,2017-01-20T08:31:19.280Z,"San Francisco Bay area, California",earthquake,0.24,0.57,0.114,10,reviewed,nc,nc
2009-04-06T10:06:52.910Z,37.856,-122.0013333,13.681,0.62,md,10,103,0.007207,0.06,nc,nc71204475,2017-01-20T03:39:56.384Z,"San Francisco Bay area, California",earthquake,0.45,1.44,0.026,7,reviewed,nc,nc
2009-04-06T05:57:17.460Z,37.8593333,-122.0001667,13.778,1.05,md,23,92,0.006306,0.08,nc,nc40234392,2017-01-20T03:38:31.530Z,"San Francisco Bay area, California",earthquake,0.25,0.61,0.158,15,reviewed,nc,nc
2009-04-06T05:05:25.510Z,37.8603333,-121.9993333,13.762,1.1,md,18,159,0.005405,0.07,nc,nc71204415,2017-01-20T03:37:58.022Z,"San Francisco Bay area, California",earthquake,0.38,0.67,0.115,13,reviewed,nc,nc
2009-04-01T22:31:47.820Z,37.8368333,-121.9871667,15.568,0.74,md,3,263,0.02252,0.01,nc,nc71202885,2017-01-20T03:13:02.985Z,"San Francisco Bay area, California",earthquake,1.2,1.5,0.078,2,reviewed,nc,nc
2009-03-11T19:21:27.720Z,37.8113333,-121.9461667,5.564,0.97,md,12,64,0.06036,0.06,nc,nc71196901,2017-01-20T01:16:54.936Z,"San Francisco Bay area, California",earthquake,0.3,0.8,0.199,9,reviewed,nc,nc
2009-02-26T13:45:56.940Z,37.8213333,-121.9355,6.319,0.79,md,8,73,0.05856,0.01,nc,nc40232326,2017-01-19T23:55:40.991Z,"San Francisco Bay area, California",earthquake,0.34,1.25,0.201,7,reviewed,nc,nc
2009-02-12T14:49:44.040Z,37.857,-121.9995,13.06,1.09,md,12,103,0.005405,0.07,nc,nc40231737,2017-01-19T22:44:33.715Z,"San Francisco Bay area, California",earthquake,0.4,1.03,0.149,3,reviewed,nc,nc
2008-12-29T08:14:47.080Z,37.8341667,-121.9633333,5.939,0.65,md,14,72,0.03423,0.05,nc,nc71180276,2017-01-19T05:29:52.032Z,"San Francisco Bay area, California",earthquake,0.23,0.55,0.16,11,reviewed,nc,nc
2008-12-27T05:21:48.700Z,37.854,-121.9998333,12.63,0.84,md,11,96,0.007207,0.07,nc,nc71179876,2017-01-19T05:16:55.352Z,"San Francisco Bay area, California",earthquake,0.33,0.94,0.226,10,reviewed,nc,nc
2008-12-15T06:43:46.290Z,37.8551667,-121.9641667,13.317,0.89,md,15,94,0.02252,0.07,nc,nc51213120,2017-01-19T03:53:16.869Z,"San Francisco Bay area, California",earthquake,0.33,0.66,0.184,13,reviewed,nc,nc
2008-11-26T18:49:23.270Z,37.8256667,-121.973,4.61,0.87,md,8,82,0.03694,0.04,nc,nc71171910,2017-01-19T02:03:34.342Z,"San Francisco Bay area, California",earthquake,0.57,1.05,0.192,6,reviewed,nc,nc
2008-11-26T18:18:40.490Z,37.8283333,-121.9778333,5.249,0.82,md,11,80,0.03243,0.03,nc,nc71171905,2017-01-19T02:03:25.083Z,"San Francisco Bay area, California",earthquake,0.27,0.56,0.226,8,reviewed,nc,nc
2008-11-25T01:42:07.610Z,37.8463333,-121.9976667,13.481,1.28,md,19,58,0.01351,0.07,nc,nc40226780,2017-01-19T01:50:20.411Z,"San Francisco Bay area, California",earthquake,0.31,0.66,0.218,5,reviewed,nc,nc
2008-11-19T06:00:46.140Z,37.8576667,-121.9983333,15.386,0.69,md,8,104,0.09009,0.04,nc,nc71169690,2017-01-19T01:10:04.786Z,"San Francisco Bay area, California",earthquake,0.4,1.64,0.071,8,reviewed,nc,nc
2008-11-06T05:57:57.690Z,37.8231667,-121.9453333,16.38,0.87,md,12,71,0.05135,0.1,nc,nc71167716,2017-01-18T23:42:49.707Z,"San Francisco Bay area, California",earthquake,0.47,1.61,0.138,11,reviewed,nc,nc
2008-11-04T09:29:23.480Z,37.815,-121.9515,15.991,1.27,md,16,83,0.05495,0.05,nc,nc51210579,2017-01-18T23:29:38.121Z,"San Francisco Bay area, California",earthquake,0.32,0.89,0.194,10,reviewed,nc,nc
2008-10-01T03:12:50.050Z,37.8516667,-122.0026667,13.76,0.71,md,10,104,0.01081,0.04,nc,nc71157296,2017-01-18T19:46:31.730Z,"San Francisco Bay area, California",earthquake,0.37,1.09,0.063,8,reviewed,nc,nc
2008-09-17T06:14:38.910Z,37.846,-121.994,13.509,1.28,md,25,57,0.01261,0.07,nc,nc51208220,2017-01-18T17:45:49.601Z,"San Francisco Bay area, California",earthquake,0.22,0.55,0.133,17,reviewed,nc,nc
2008-09-17T04:54:52.950Z,37.8413333,-122.0016667,12.528,0.93,md,14,67,0.01892,0.06,nc,nc51208217,2017-01-18T17:45:10.415Z,"San Francisco Bay area, California",earthquake,0.4,0.93,0.014,2,reviewed,nc,nc
2008-09-17T04:49:12.300Z,37.8466667,-121.9968333,13.138,1.43,md,25,56,0.01261,0.08,nc,nc51208216,2017-01-18T17:45:01.855Z,"San Francisco Bay area, California",earthquake,0.25,0.69,0.119,17,reviewed,nc,nc
2008-09-17T03:59:30.420Z,37.8465,-122.0001667,13.428,1.34,md,27,58,0.01351,0.1,nc,nc51208214,2017-01-18T17:44:33.186Z,"San Francisco Bay area, California",earthquake,0.27,0.6,0.183,21,reviewed,nc,nc
2008-09-17T01:27:14.430Z,37.845,-121.9978333,14.538,2.33,md,86,49,0.01441,0.15,nc,nc51208210,2017-01-18T17:43:46.510Z,"San Francisco Bay area, California",earthquake,0.17,0.35,0.167,69,reviewed,nc,nc
2008-09-12T22:45:28.550Z,37.857,-121.9923333,11.491,0.61,md,9,115,0.001802,0.02,nc,nc71150246,2017-01-18T16:56:54.248Z,"San Francisco Bay area, California",earthquake,1.14,1.11,0.066,7,reviewed,nc,nc
2008-09-11T07:46:36.980Z,37.8385,-122.0018333,12.792,0.97,md,13,63,0.02162,0.06,nc,nc51207919,2017-01-18T16:42:57.024Z,"San Francisco Bay area, California",earthquake,0.41,0.83,0.052,2,reviewed,nc,nc
2008-09-11T06:50:21.770Z,37.8471667,-121.9976667,12.899,0.9,md,19,56,0.01261,0.08,nc,nc51207918,2017-01-18T16:42:37.355Z,"San Francisco Bay area, California",earthquake,0.26,0.74,0.153,13,reviewed,nc,nc
2008-09-11T05:59:17.760Z,37.8351667,-122.0018333,12.821,0.72,md,6,153,0.02523,0.02,nc,nc71149566,2017-01-18T16:41:45.254Z,"San Francisco Bay area, California",earthquake,0.97,1.05,0.072,4,reviewed,nc,nc
2008-09-10T15:04:51.570Z,37.8621667,-121.9541667,16.653,1.29,md,17,94,0.03063,0.07,nc,nc51207900,2017-01-18T16:37:48.571Z,"San Francisco Bay area, California",earthquake,0.42,0.98,0.23,16,reviewed,nc,nc
2008-09-09T22:08:29.110Z,37.8415,-121.9598333,8.843,0.91,md,16,70,0.03153,0.04,nc,nc51207888,2017-01-18T16:34:30.111Z,"San Francisco Bay area, California",earthquake,0.22,0.76,0.198,12,reviewed,nc,nc
2008-09-09T07:06:18.360Z,37.8645,-121.9976667,13.858,1.16,md,17,103,0.007207,0.07,nc,nc51207863,2017-01-18T16:27:59.120Z,"San Francisco Bay area, California",earthquake,0.35,1.21,0.111,6,reviewed,nc,nc
2008-09-07T17:22:51.120Z,37.861,-121.997,14.032,0.94,md,17,101,0.004505,0.05,nc,nc71148136,2017-01-18T16:13:44.869Z,"San Francisco Bay area, California",earthquake,0.25,0.9,0.278,12,reviewed,nc,nc
2008-09-06T05:24:09.380Z,37.8538333,-122.0003333,12.66,0.72,md,11,100,0.008108,0.06,nc,nc71147746,2017-01-18T16:03:34.565Z,"San Francisco Bay area, California",earthquake,0.58,0.73,0.098,7,reviewed,nc,nc
2008-09-06T04:59:52.780Z,37.8525,-122.0025,12.871,1.27,md,20,95,0.00991,0.06,nc,nc51207746,2017-01-18T16:03:13.543Z,"San Francisco Bay area, California",earthquake,0.28,0.56,0.02,5,reviewed,nc,nc
2008-09-06T04:50:40.200Z,37.854,-122.0008333,13.002,0.77,md,13,101,0.008108,0.07,nc,nc51207745,2017-01-18T16:03:08.068Z,"San Francisco Bay area, California",earthquake,0.38,0.77,0.176,2,reviewed,nc,nc
2008-09-06T04:48:03.310Z,37.8526667,-122.0028333,12.761,1.28,md,15,100,0.00991,0.05,nc,nc51207744,2017-01-18T16:03:02.942Z,"San Francisco Bay area, California",earthquake,0.32,0.6,0.204,4,reviewed,nc,nc
2008-09-06T04:29:33.610Z,37.8575,-121.9975,13.203,0.68,md,11,104,0.004505,0.05,nc,nc71147731,2017-01-18T16:02:57.582Z,"San Francisco Bay area, California",earthquake,0.43,1.51,0.07,7,reviewed,nc,nc
2008-09-06T04:05:30.780Z,37.8583333,-122,14.686,1.96,md,39,72,0.005405,0.07,nc,nc51207742,2017-01-18T16:02:36.880Z,"San Francisco Bay area, California",earthquake,0.18,0.46,0.125,17,reviewed,nc,nc
2008-09-06T04:02:54.190Z,37.8563333,-122.0003333,13.526,1.33,md,16,103,0.006306,0.07,nc,nc51207741,2017-01-18T16:02:30.211Z,"San Francisco Bay area, California",earthquake,0.34,0.69,0.032,2,reviewed,nc,nc
2008-08-30T13:20:45.380Z,37.865,-121.973,9.623,0.86,md,8,104,0.01712,0.01,nc,nc71146431,2017-01-18T15:33:48.643Z,"San Francisco Bay area, California",earthquake,0.42,0.87,0.26,7,reviewed,nc,nc
2008-08-16T21:43:59.210Z,37.8368333,-121.9826667,12.908,0.75,md,10,96,0.02342,0.04,nc,nc71142946,2017-01-18T14:33:02.368Z,"San Francisco Bay area, California",earthquake,0.31,0.77,0.095,8,reviewed,nc,nc
2008-07-26T13:08:33.890Z,37.8345,-121.9946667,6.506,0.72,md,11,79,0.02432,0.05,nc,nc71135340,2017-01-18T12:54:14.779Z,"San Francisco Bay area, California",earthquake,0.3,0.6,0.181,9,reviewed,nc,nc
2008-07-24T07:13:11.870Z,37.818,-121.9915,15.643,2.58,md,109,53,0.04054,0.12,nc,nc40221097,2017-01-18T12:45:00.110Z,"San Francisco Bay area, California",earthquake,0.12,0.26,0.139,73,reviewed,nc,nc
2008-07-09T16:18:50.050Z,37.8138333,-122.0025,13.567,1.48,md,21,66,0.04595,0.06,nc,nc40220431,2017-01-18T11:30:19.020Z,"San Francisco Bay area, California",earthquake,0.21,0.6,0.158,7,reviewed,nc,nc
2008-07-07T20:37:08.700Z,37.8271667,-121.993,13.869,1.07,md,15,58,0.03153,0.09,nc,nc71131165,2017-01-18T11:22:56.318Z,"San Francisco Bay area, California",earthquake,0.34,1.24,0.164,11,reviewed,nc,nc
2008-06-30T02:57:23.540Z,37.8136667,-121.969,19.114,1.35,md,24,61,0.04865,0.1,nc,nc40219954,2017-01-18T10:43:32.423Z,"San Francisco Bay area, California",earthquake,0.31,0.83,0.19,19,reviewed,nc,nc
2008-06-23T08:27:50.260Z,37.8186667,-121.9693333,20.689,1.07,md,14,62,0.04414,0.06,nc,nc71127690,2017-01-18T10:04:10.609Z,"San Francisco Bay area, California",earthquake,0.53,1.34,0.099,11,reviewed,nc,nc
2008-06-15T13:37:08.040Z,37.8316667,-121.9643333,7.142,0.91,md,16,68,0.03514,0.08,nc,nc71125400,2017-01-18T09:25:30.525Z,"San Francisco Bay area, California",earthquake,0.25,0.69,0.157,15,reviewed,nc,nc
2008-05-31T15:46:31.110Z,37.838,-121.9996667,8.73,1.32,md,25,58,0.02162,0.05,nc,nc71122250,2017-01-18T08:07:47.440Z,"San Francisco Bay area, California",earthquake,0.18,0.41,0.178,21,reviewed,nc,nc
